Date,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO
2015-08-24,29.437597,27.037771,113.379997,48.913036,82.089996,618.109985,32.981602,24.684713,87.873734,185.604996,15.59,65.158195,39.560001,50.305141,39.613098,97.634216,181.831833,29.28628,50.361633
2015-08-25,29.224981,26.62167,112.699997,48.913036,83.0,612.469971,33.685894,24.32737,85.895111,187.033691,15.26,65.235626,39.540001,47.677616,38.463104,96.342003,179.606293,28.77058,50.090977
2015-08-26,30.553829,26.959751,119.230003,49.841713,87.190002,659.73999,33.608593,25.6721,90.041695,189.985168,15.82,68.47805,40.849998,50.705799,40.592014,99.184883,186.752914,29.575796,51.58926
2015-08-27,30.877586,28.632814,123.040001,50.148071,89.730003,667.960022,34.493252,26.067055,91.092545,193.096451,16.120001,70.76226,42.139999,51.199619,41.723003,100.611099,191.050507,30.254345,51.917919
2015-08-28,31.235168,28.832195,124.040001,50.559757,91.010002,659.690002,34.269943,26.725313,90.098495,193.068039,16.370001,70.578354,41.509998,51.590958,41.751518,99.787903,191.127289,30.118641,52.42057
2015-08-31,31.17235,29.074919,118.080002,50.148071,89.43,647.820007,34.072392,26.838158,88.971909,190.492569,16.440001,70.433174,40.630001,50.174702,41.361858,98.17025,189.49646,30.037209,52.758896
2015-09-01,30.365377,27.861296,115.459999,48.692844,87.230003,629.559998,32.775463,26.161091,87.182625,187.121674,15.97,67.326248,39.639999,48.94479,39.746147,95.758118,183.961426,29.241043,51.521599
2015-09-02,30.940405,27.913311,119.580002,48.99921,89.889999,644.909973,33.110428,26.894583,88.375481,193.200607,15.88,68.816788,40.16,49.364079,41.209785,98.955139,187.453232,29.693409,51.850254
2015-09-03,31.810192,28.095352,117.650002,49.228977,88.150002,637.049988,33.119026,27.345957,87.703323,194.298996,16.129999,69.44593,40.060001,49.05661,41.342838,100.055931,187.683456,29.892452,52.855553
2015-09-04,31.447784,26.613003,117.389999,48.597111,88.260002,628.960022,32.363197,26.819349,86.444191,191.856033,16.309999,67.793617,39.669998,48.068951,40.496979,98.466995,184.748047,29.458183,52.014584
