,ALGN,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,JPM,LMT,LPX,LRCX,MASI,MRK,MRO,MSFT,RTN,T,THO,WFC,WMT,WRK,XOM,portfolioreturn,portfoliostandarddeviation,returnoverrisk
110,0.03,0.02,0.03,0.02,0.01,0.12,0.09,0.11,0.05,0.06,0.02,0.04,0.02,0.01,0.04,0.06,0.01,0.06,0.02,0.03,0.01,0.02,0.06,0.01,0.05,0.148592580319,0.00584357930783,25.428350073
111,0.03,0.11,0.01,0.02,0.04,0.02,0.02,0.05,0.01,0.02,0.06,0.04,0.02,0.02,0.01,0.02,0.1,0.03,0.03,0.15,0.01,0.03,0.01,0.07,0.07,0.0816080191269,0.00612846522514,13.3162245569
112,0.04,0.02,0.08,0.02,0.07,0.15,0.06,0.02,0.04,0.07,0.02,0.05,0.02,0.01,0.04,0.01,0.02,0.02,0.02,0.01,0.01,0.05,0.05,0.05,0.05,0.138895475088,0.00570681606165,24.3385231953
113,0.03,0.08,0.02,0.04,0.04,0.02,0.08,0.03,0.01,0.08,0.01,0.01,0.06,0.04,0.03,0.03,0.08,0.01,0.03,0.04,0.03,0.01,0.03,0.06,0.1,0.108089269428,0.00589688661832,18.3298876888
114,0.02,0.04,0.03,0.01,0.06,0.04,0.05,0.02,0.06,0.02,0.04,0.04,0.03,0.04,0.01,0.02,0.03,0.08,0.02,0.1,0.01,0.1,0.02,0.02,0.09,0.092911170033,0.00529994099815,17.5306045983
115,0.08,0.06,0.04,0.02,0.03,0.03,0.06,0.07,0.02,0.02,0.04,0.01,0.01,0.06,0.01,0.02,0.09,0.02,0.01,0.04,0.05,0.02,0.08,0.03,0.08,0.15351745422,0.00609929954241,25.1696859864
116,0.01,0.01,0.04,0.01,0.01,0.05,0.02,0.07,0.01,0.08,0.02,0.1,0.04,0.04,0.04,0.01,0.02,0.02,0.05,0.07,0.03,0.05,0.03,0.14,0.03,0.122096893121,0.00598472990026,20.4014040994
117,0.02,0.06,0.1,0.01,0.03,0.05,0.01,0.01,0.06,0.03,0.04,0.02,0.04,0.09,0.06,0.04,0.03,0.01,0.14,0.03,0.01,0.03,0.01,0.04,0.03,0.142792441067,0.0057562285148,24.8065970105
118,0.02,0.14,0.04,0.06,0.01,0.03,0.03,0.01,0.01,0.01,0.02,0.06,0.07,0.03,0.05,0.02,0.03,0.05,0.08,0.03,0.01,0.04,0.05,0.03,0.07,0.133043654269,0.00522830427356,25.4468078574
119,0.02,0.04,0.01,0.02,0.08,0.02,0.03,0.02,0.08,0.05,0.08,0.02,0.17,0.02,0.02,0.01,0.04,0.01,0.02,0.04,0.08,0.02,0.01,0.01,0.08,0.0947106951281,0.00669647014268,14.1433760041
120,0.06,0.01,0.04,0.04,0.09,0.13,0.02,0.05,0.03,0.09,0.01,0.03,0.03,0.07,0.09,0.02,0.05,0.01,0.01,0.04,0.01,0.03,0.01,0.01,0.02,0.151659448616,0.00595804003341,25.4545870396
121,0.03,0.08,0.01,0.02,0.01,0.03,0.02,0.02,0.02,0.05,0.01,0.01,0.01,0.02,0.15,0.03,0.16,0.02,0.02,0.06,0.04,0.08,0.03,0.02,0.05,0.0433781720386,0.00618262711884,7.0161391274
122,0.06,0.01,0.01,0.02,0.05,0.04,0.04,0.02,0.02,0.08,0.06,0.02,0.02,0.06,0.01,0.12,0.03,0.03,0.01,0.01,0.08,0.04,0.01,0.03,0.12,0.130230656534,0.00649583939863,20.0483183992
123,0.04,0.06,0.02,0.1,0.11,0.02,0.02,0.02,0.03,0.01,0.01,0.02,0.04,0.05,0.01,0.03,0.07,0.03,0.01,0.03,0.03,0.06,0.12,0.02,0.04,0.117573306411,0.00623471918885,18.8578351085
124,0.08,0.07,0.03,0.02,0.01,0.01,0.04,0.04,0.01,0.06,0.04,0.16,0.06,0.02,0.02,0.03,0.03,0.07,0.03,0.02,0.08,0.04,0.01,0.01,0.01,0.171995416238,0.00587309710873,29.2853009331
125,0.04,0.02,0.02,0.05,0.05,0.02,0.02,0.01,0.01,0.02,0.01,0.06,0.01,0.04,0.07,0.03,0.04,0.06,0.1,0.04,0.19,0.04,0.02,0.01,0.02,0.116160953667,0.00560514114933,20.7240015144
126,0.02,0.07,0.06,0.04,0.02,0.01,0.04,0.1,0.09,0.01,0.05,0.08,0.01,0.06,0.01,0.03,0.02,0.01,0.03,0.03,0.08,0.01,0.05,0.04,0.03,0.140661454392,0.00631553772477,22.2722847242
127,0.01,0.02,0.02,0.03,0.04,0.07,0.04,0.01,0.04,0.01,0.05,0.06,0.07,0.02,0.05,0.01,0.04,0.07,0.03,0.05,0.03,0.05,0.1,0.03,0.05,0.103410964713,0.00531926016867,19.4408548246
128,0.01,0.1,0.09,0.05,0.05,0.08,0.05,0.09,0.01,0.06,0.06,0.04,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.04,0.03,0.02,0.08,0.03,0.01,0.132970841668,0.00626352500256,21.2293942491
129,0.05,0.05,0.02,0.04,0.02,0.04,0.05,0.04,0.02,0.07,0.05,0.04,0.01,0.03,0.02,0.05,0.01,0.02,0.17,0.05,0.06,0.01,0.01,0.04,0.03,0.159225176173,0.00558480193915,28.5104427888
130,0.02,0.01,0.01,0.06,0.01,0.01,0.13,0.01,0.23,0.02,0.03,0.04,0.02,0.05,0.02,0.01,0.02,0.04,0.02,0.08,0.03,0.01,0.04,0.07,0.01,0.109565981775,0.00560249791152,19.5566305432
131,0.07,0.04,0.08,0.06,0.01,0.01,0.01,0.12,0.03,0.03,0.02,0.05,0.04,0.01,0.02,0.01,0.07,0.04,0.04,0.05,0.02,0.03,0.02,0.09,0.03,0.151744865954,0.00621281378989,24.4244992826
132,0.01,0.07,0.04,0.12,0.01,0.01,0.04,0.11,0.01,0.03,0.01,0.01,0.08,0.01,0.04,0.05,0.01,0.09,0.08,0.01,0.02,0.05,0.05,0.01,0.03,0.139495928443,0.00560601464316,24.8832615186
133,0.01,0.01,0.02,0.19,0.04,0.03,0.08,0.03,0.06,0.09,0.07,0.02,0.03,0.01,0.03,0.03,0.01,0.01,0.01,0.05,0.01,0.01,0.11,0.01,0.03,0.111363565516,0.00559357308907,19.9092000306
134,0.02,0.03,0.02,0.02,0.09,0.13,0.02,0.04,0.01,0.02,0.02,0.06,0.03,0.05,0.02,0.09,0.03,0.02,0.04,0.02,0.02,0.09,0.02,0.03,0.06,0.12145507478,0.00608956105075,19.9447995953
135,0.01,0.01,0.02,0.02,0.17,0.02,0.05,0.03,0.02,0.04,0.1,0.04,0.04,0.02,0.03,0.02,0.07,0.02,0.04,0.01,0.05,0.05,0.01,0.03,0.08,0.0635074540719,0.00663041085193,9.57820797083
136,0.14,0.02,0.04,0.01,0.09,0.01,0.04,0.01,0.09,0.03,0.02,0.02,0.01,0.04,0.02,0.04,0.04,0.14,0.02,0.05,0.02,0.01,0.05,0.01,0.03,0.191848740353,0.0057478112363,33.3777036972
137,0.05,0.02,0.1,0.04,0.03,0.05,0.05,0.07,0.04,0.02,0.09,0.03,0.05,0.1,0.02,0.03,0.04,0.01,0.01,0.03,0.05,0.01,0.01,0.02,0.03,0.167814648507,0.00667529432194,25.1396628243
138,0.13,0.01,0.01,0.02,0.01,0.01,0.06,0.03,0.04,0.04,0.06,0.07,0.04,0.04,0.04,0.01,0.04,0.01,0.02,0.07,0.04,0.11,0.01,0.06,0.02,0.171136065311,0.00570389410035,30.0033735374
139,0.04,0.03,0.03,0.02,0.02,0.01,0.05,0.02,0.03,0.03,0.05,0.1,0.03,0.04,0.04,0.01,0.04,0.01,0.01,0.13,0.08,0.05,0.07,0.03,0.03,0.105850446751,0.00546162122043,19.3807740374
140,0.01,0.06,0.04,0.05,0.04,0.01,0.01,0.04,0.11,0.01,0.03,0.01,0.01,0.01,0.05,0.07,0.03,0.03,0.01,0.01,0.02,0.01,0.1,0.02,0.21,0.0776999160941,0.00555778454598,13.9803757147
141,0.04,0.03,0.03,0.01,0.06,0.25,0.03,0.06,0.03,0.01,0.01,0.06,0.03,0.08,0.01,0.02,0.01,0.01,0.01,0.04,0.02,0.12,0.01,0.01,0.01,0.178561245807,0.00610923601258,29.2280811281
142,0.01,0.04,0.01,0.01,0.02,0.1,0.03,0.02,0.03,0.03,0.01,0.02,0.02,0.06,0.03,0.04,0.13,0.07,0.01,0.01,0.17,0.01,0.05,0.01,0.06,0.0925924408271,0.00660386179153,14.0209537616
143,0.15,0.02,0.03,0.01,0.06,0.01,0.01,0.03,0.01,0.01,0.03,0.05,0.19,0.05,0.01,0.01,0.01,0.05,0.09,0.01,0.01,0.02,0.04,0.08,0.01,0.249980940362,0.00643254304133,38.8619149155
144,0.01,0.1,0.02,0.02,0.06,0.05,0.05,0.05,0.07,0.12,0.02,0.02,0.01,0.01,0.08,0.01,0.03,0.07,0.02,0.01,0.01,0.02,0.01,0.02,0.11,0.0961178695252,0.0055234424025,17.4018053455
145,0.02,0.01,0.04,0.03,0.01,0.01,0.03,0.06,0.04,0.08,0.04,0.09,0.02,0.07,0.13,0.02,0.02,0.01,0.09,0.03,0.03,0.01,0.07,0.01,0.03,0.132260627348,0.005385676228,24.5578497014
146,0.03,0.04,0.01,0.11,0.06,0.02,0.02,0.01,0.03,0.03,0.04,0.03,0.01,0.04,0.11,0.01,0.01,0.03,0.14,0.01,0.02,0.04,0.02,0.03,0.1,0.122825209173,0.00488084673566,25.1647338721
147,0.03,0.07,0.1,0.08,0.01,0.02,0.02,0.09,0.03,0.03,0.02,0.04,0.03,0.06,0.1,0.02,0.01,0.03,0.01,0.03,0.01,0.04,0.01,0.04,0.07,0.140698995895,0.00556017828863,25.3047633712
148,0.04,0.05,0.03,0.02,0.02,0.08,0.02,0.01,0.05,0.03,0.01,0.03,0.04,0.03,0.01,0.1,0.04,0.04,0.06,0.05,0.03,0.02,0.05,0.1,0.04,0.133333009461,0.00606178717035,21.9956599785
149,0.03,0.03,0.06,0.04,0.03,0.04,0.02,0.03,0.02,0.03,0.04,0.11,0.02,0.07,0.05,0.07,0.05,0.02,0.03,0.05,0.07,0.03,0.01,0.01,0.04,0.123223825425,0.00597498210099,20.623296161
150,0.23,0.01,0.03,0.02,0.01,0.01,0.09,0.01,0.1,0.04,0.01,0.01,0.03,0.02,0.05,0.06,0.05,0.02,0.01,0.03,0.01,0.02,0.04,0.01,0.08,0.237836396795,0.00562122097099,42.3104514166
151,0.02,0.08,0.04,0.06,0.02,0.02,0.01,0.02,0.03,0.01,0.03,0.04,0.04,0.02,0.06,0.01,0.12,0.01,0.02,0.02,0.07,0.12,0.02,0.02,0.09,0.060907583874,0.00591886783408,10.2904112039
152,0.09,0.01,0.04,0.06,0.06,0.01,0.01,0.03,0.04,0.03,0.01,0.03,0.06,0.08,0.01,0.01,0.04,0.04,0.01,0.21,0.01,0.03,0.02,0.02,0.04,0.151078490488,0.00564685731952,26.7544373692
153,0.04,0.04,0.12,0.03,0.01,0.06,0.03,0.01,0.04,0.02,0.02,0.02,0.04,0.11,0.01,0.01,0.04,0.05,0.07,0.06,0.01,0.01,0.01,0.12,0.02,0.173780158147,0.00605992733188,28.6769376314
154,0.08,0.01,0.02,0.04,0.01,0.02,0.09,0.05,0.02,0.03,0.01,0.02,0.08,0.04,0.03,0.02,0.06,0.01,0.02,0.01,0.07,0.05,0.11,0.03,0.07,0.156944564846,0.00555788532186,28.2381797676
155,0.01,0.01,0.03,0.05,0.01,0.01,0.08,0.02,0.12,0.02,0.03,0.01,0.02,0.1,0.02,0.09,0.01,0.05,0.13,0.03,0.01,0.02,0.02,0.07,0.03,0.140418110481,0.00577834506301,24.3007485621
156,0.02,0.08,0.03,0.03,0.03,0.01,0.01,0.04,0.1,0.02,0.02,0.1,0.02,0.01,0.05,0.06,0.03,0.13,0.01,0.05,0.02,0.03,0.06,0.02,0.02,0.108548530923,0.00559307923355,19.4076512044
157,0.07,0.08,0.08,0.05,0.02,0.02,0.01,0.01,0.01,0.01,0.05,0.01,0.03,0.01,0.05,0.06,0.01,0.03,0.01,0.09,0.2,0.04,0.01,0.02,0.02,0.122472704283,0.00609892217357,20.0810406818
158,0.02,0.04,0.03,0.08,0.03,0.01,0.01,0.16,0.01,0.01,0.09,0.02,0.02,0.01,0.09,0.04,0.02,0.03,0.01,0.03,0.01,0.01,0.08,0.08,0.06,0.118569426568,0.00651298162548,18.2050915212
159,0.02,0.01,0.1,0.18,0.03,0.05,0.08,0.03,0.02,0.07,0.02,0.06,0.02,0.02,0.04,0.04,0.01,0.01,0.02,0.01,0.02,0.06,0.05,0.02,0.01,0.13102564285,0.00539125658749,24.3033587299
160,0.03,0.06,0.09,0.01,0.01,0.03,0.04,0.04,0.04,0.15,0.01,0.01,0.01,0.04,0.08,0.03,0.05,0.01,0.01,0.02,0.05,0.03,0.13,0.01,0.01,0.119459367018,0.00586435574476,20.3704161578
161,0.01,0.02,0.02,0.08,0.02,0.02,0.05,0.02,0.01,0.16,0.01,0.02,0.01,0.03,0.09,0.04,0.06,0.01,0.01,0.01,0.03,0.06,0.02,0.04,0.15,0.0711650580337,0.00542274677919,13.1234337378
162,0.02,0.07,0.19,0.01,0.01,0.04,0.05,0.04,0.06,0.01,0.02,0.01,0.04,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.07,0.06,0.03,0.05,0.117501168299,0.00567425394435,20.7077740001
163,0.04,0.01,0.02,0.02,0.01,0.04,0.13,0.02,0.05,0.01,0.04,0.04,0.08,0.03,0.02,0.08,0.01,0.01,0.03,0.02,0.03,0.08,0.12,0.02,0.04,0.133602211521,0.0056121621851,23.8058358107
164,0.05,0.04,0.06,0.01,0.02,0.03,0.11,0.06,0.01,0.03,0.01,0.02,0.01,0.08,0.01,0.05,0.03,0.07,0.07,0.01,0.05,0.1,0.05,0.01,0.01,0.164764853247,0.00558554146826,29.4984567178
165,0.01,0.02,0.02,0.02,0.01,0.05,0.06,0.02,0.06,0.04,0.05,0.03,0.08,0.01,0.06,0.1,0.01,0.02,0.05,0.06,0.02,0.06,0.11,0.01,0.02,0.0978172422276,0.00570679029762,17.1405005487
166,0.02,0.02,0.04,0.09,0.09,0.04,0.02,0.03,0.07,0.03,0.06,0.04,0.1,0.04,0.02,0.08,0.08,0.02,0.01,0.02,0.01,0.03,0.02,0.01,0.01,0.100774789088,0.00686988059274,14.669074335
167,0.08,0.02,0.01,0.04,0.02,0.13,0.02,0.08,0.01,0.03,0.02,0.03,0.03,0.07,0.03,0.04,0.03,0.01,0.11,0.01,0.01,0.02,0.06,0.02,0.07,0.208961439609,0.00570204930517,36.6467261901
168,0.03,0.03,0.05,0.03,0.05,0.05,0.01,0.02,0.05,0.04,0.15,0.01,0.01,0.04,0.04,0.02,0.01,0.02,0.01,0.03,0.01,0.1,0.04,0.12,0.03,0.109417019628,0.00680957329256,16.0681168888
169,0.07,0.04,0.03,0.04,0.02,0.08,0.02,0.03,0.01,0.02,0.03,0.1,0.06,0.02,0.12,0.01,0.04,0.04,0.05,0.01,0.03,0.01,0.08,0.02,0.02,0.164095067808,0.00530236200621,30.9475414194
170,0.01,0.07,0.04,0.04,0.02,0.03,0.04,0.02,0.01,0.1,0.02,0.01,0.04,0.02,0.02,0.08,0.06,0.04,0.02,0.07,0.03,0.11,0.02,0.07,0.01,0.0784334140588,0.00595749521244,13.1655018195
171,0.03,0.06,0.13,0.09,0.02,0.01,0.05,0.02,0.01,0.01,0.05,0.01,0.06,0.03,0.14,0.02,0.03,0.03,0.05,0.03,0.01,0.01,0.07,0.01,0.02,0.123349973502,0.00530811035577,23.2380197914
172,0.05,0.01,0.03,0.01,0.07,0.02,0.03,0.07,0.04,0.01,0.04,0.08,0.01,0.04,0.02,0.09,0.05,0.02,0.05,0.08,0.04,0.04,0.06,0.01,0.03,0.120139408443,0.00617295426205,19.4622223563
173,0.08,0.05,0.03,0.04,0.01,0.07,0.05,0.04,0.02,0.09,0.01,0.09,0.02,0.02,0.04,0.03,0.01,0.01,0.11,0.02,0.02,0.01,0.03,0.02,0.08,0.184933939643,0.00528817829814,34.9711997623
174,0.01,0.07,0.03,0.07,0.08,0.04,0.03,0.03,0.03,0.04,0.04,0.01,0.09,0.03,0.03,0.03,0.03,0.1,0.02,0.04,0.06,0.06,0.01,0.01,0.01,0.108340531683,0.00605591619149,17.8900315422
175,0.01,0.01,0.01,0.04,0.01,0.04,0.03,0.07,0.07,0.04,0.1,0.07,0.03,0.01,0.02,0.01,0.06,0.01,0.05,0.04,0.01,0.15,0.04,0.06,0.01,0.08292259203,0.00592913626009,13.9856107859
176,0.03,0.03,0.02,0.15,0.09,0.02,0.02,0.07,0.08,0.01,0.04,0.04,0.07,0.04,0.01,0.02,0.03,0.02,0.02,0.01,0.05,0.07,0.01,0.04,0.01,0.127383265703,0.00619384689383,20.5660985631
177,0.01,0.01,0.02,0.02,0.04,0.02,0.02,0.06,0.07,0.01,0.06,0.04,0.06,0.01,0.11,0.03,0.02,0.04,0.07,0.01,0.15,0.03,0.01,0.07,0.01,0.0902606774044,0.00590959826155,15.2735724849
178,0.01,0.01,0.02,0.23,0.03,0.03,0.01,0.01,0.01,0.02,0.05,0.08,0.09,0.02,0.02,0.03,0.02,0.1,0.05,0.03,0.02,0.01,0.03,0.02,0.05,0.134283013438,0.0055353005326,24.2593898285
179,0.01,0.03,0.04,0.01,0.01,0.05,0.06,0.02,0.01,0.01,0.02,0.08,0.05,0.07,0.06,0.05,0.04,0.08,0.01,0.02,0.06,0.01,0.01,0.04,0.15,0.115935450221,0.00535289824746,21.6584446147
180,0.02,0.05,0.01,0.07,0.05,0.05,0.02,0.11,0.01,0.01,0.07,0.01,0.08,0.01,0.03,0.04,0.01,0.02,0.03,0.03,0.04,0.06,0.07,0.07,0.03,0.126267809486,0.00629728260661,20.0511581541
181,0.03,0.01,0.07,0.01,0.07,0.01,0.1,0.05,0.01,0.01,0.02,0.01,0.06,0.05,0.01,0.09,0.03,0.02,0.05,0.01,0.01,0.07,0.1,0.02,0.08,0.12315640009,0.00588270517257,20.9353344213
182,0.04,0.03,0.01,0.02,0.07,0.02,0.06,0.01,0.09,0.03,0.04,0.01,0.05,0.01,0.01,0.04,0.01,0.01,0.15,0.16,0.03,0.01,0.02,0.01,0.06,0.106558195054,0.00534176628816,19.9481200235
183,0.13,0.06,0.06,0.07,0.01,0.04,0.01,0.01,0.03,0.02,0.04,0.01,0.01,0.01,0.06,0.01,0.06,0.02,0.06,0.04,0.03,0.07,0.07,0.01,0.06,0.172377599953,0.00525876932876,32.7790760873
184,0.02,0.07,0.01,0.06,0.01,0.02,0.05,0.01,0.03,0.1,0.13,0.03,0.04,0.01,0.01,0.05,0.05,0.02,0.01,0.1,0.05,0.03,0.02,0.02,0.05,0.0836672903508,0.00628450095941,13.3132751337
185,0.02,0.06,0.03,0.02,0.01,0.01,0.01,0.01,0.12,0.01,0.04,0.03,0.02,0.03,0.01,0.01,0.03,0.07,0.15,0.07,0.02,0.05,0.05,0.01,0.11,0.110895469987,0.00500780161177,22.1445413745
186,0.03,0.05,0.02,0.02,0.01,0.02,0.07,0.02,0.04,0.05,0.05,0.03,0.01,0.07,0.03,0.04,0.01,0.02,0.03,0.06,0.02,0.02,0.02,0.24,0.02,0.135695454236,0.00710670115551,19.094014405
187,0.01,0.06,0.07,0.02,0.03,0.04,0.07,0.09,0.01,0.01,0.02,0.02,0.03,0.02,0.02,0.01,0.04,0.08,0.01,0.13,0.06,0.02,0.03,0.07,0.03,0.104475073971,0.00569068811703,18.3589527001
188,0.1,0.01,0.01,0.01,0.08,0.02,0.04,0.03,0.09,0.04,0.04,0.04,0.03,0.02,0.07,0.04,0.07,0.08,0.05,0.03,0.01,0.02,0.01,0.01,0.05,0.141011785619,0.00570871237316,24.7011543763
189,0.01,0.03,0.03,0.05,0.02,0.06,0.07,0.07,0.05,0.02,0.02,0.05,0.01,0.03,0.19,0.01,0.03,0.09,0.02,0.07,0.01,0.01,0.01,0.02,0.02,0.0988003583928,0.00504316095932,19.5909587637
190,0.04,0.01,0.02,0.01,0.09,0.04,0.06,0.03,0.01,0.02,0.07,0.01,0.06,0.09,0.09,0.02,0.05,0.1,0.03,0.03,0.03,0.02,0.01,0.01,0.05,0.133211723833,0.00594511506383,22.4069210441
191,0.07,0.04,0.1,0.06,0.02,0.01,0.01,0.01,0.01,0.04,0.04,0.02,0.04,0.02,0.03,0.12,0.02,0.01,0.04,0.01,0.07,0.04,0.04,0.06,0.07,0.139169182419,0.00625233169521,22.2587650822
192,0.07,0.02,0.01,0.05,0.09,0.05,0.02,0.04,0.04,0.01,0.02,0.03,0.01,0.02,0.01,0.2,0.02,0.06,0.05,0.01,0.03,0.01,0.04,0.01,0.08,0.141307666355,0.00691456488097,20.4362340635
193,0.01,0.02,0.03,0.02,0.01,0.07,0.03,0.08,0.02,0.1,0.01,0.04,0.05,0.01,0.04,0.02,0.11,0.01,0.08,0.01,0.01,0.04,0.07,0.01,0.1,0.0954122366242,0.00585244465428,16.3029711959
194,0.07,0.01,0.01,0.02,0.03,0.06,0.01,0.01,0.03,0.08,0.01,0.07,0.05,0.02,0.05,0.07,0.12,0.03,0.01,0.03,0.06,0.03,0.02,0.09,0.01,0.113752817825,0.00651456198971,17.4613148213
195,0.03,0.01,0.01,0.01,0.03,0.08,0.02,0.02,0.04,0.03,0.08,0.05,0.01,0.05,0.03,0.01,0.01,0.01,0.13,0.03,0.03,0.11,0.04,0.05,0.08,0.130137079464,0.00542481394501,23.9892244754
196,0.01,0.04,0.06,0.05,0.02,0.01,0.01,0.01,0.09,0.01,0.03,0.13,0.02,0.06,0.05,0.01,0.04,0.01,0.03,0.03,0.08,0.06,0.05,0.07,0.02,0.105563737979,0.00566063268953,18.6487524926
197,0.01,0.02,0.02,0.03,0.25,0.01,0.09,0.06,0.01,0.01,0.1,0.01,0.04,0.01,0.04,0.02,0.09,0.03,0.01,0.03,0.02,0.03,0.03,0.01,0.02,0.051351928023,0.00742813390008,6.91316671371
198,0.1,0.14,0.04,0.01,0.07,0.01,0.06,0.06,0.03,0.02,0.02,0.01,0.04,0.01,0.04,0.01,0.01,0.15,0.01,0.08,0.01,0.01,0.01,0.01,0.04,0.177476636664,0.00568058973281,31.2426429317
199,0.05,0.04,0.03,0.11,0.07,0.01,0.11,0.02,0.04,0.01,0.06,0.02,0.04,0.01,0.02,0.05,0.02,0.02,0.13,0.01,0.01,0.02,0.02,0.04,0.04,0.142257078091,0.00551152409756,25.810842078
200,0.01,0.04,0.02,0.03,0.09,0.05,0.01,0.02,0.09,0.05,0.03,0.07,0.06,0.03,0.01,0.01,0.03,0.01,0.02,0.05,0.03,0.03,0.18,0.01,0.02,0.110478610595,0.00606819503856,18.2061733173
201,0.05,0.03,0.03,0.06,0.1,0.05,0.01,0.04,0.04,0.02,0.04,0.06,0.01,0.01,0.01,0.06,0.03,0.03,0.06,0.01,0.05,0.03,0.07,0.02,0.08,0.129428293591,0.00593549160411,21.8058254014
202,0.01,0.04,0.07,0.04,0.03,0.06,0.01,0.01,0.04,0.02,0.01,0.09,0.03,0.06,0.05,0.04,0.03,0.02,0.12,0.02,0.04,0.05,0.04,0.03,0.04,0.129445057035,0.00531876364043,24.3374336191
203,0.15,0.04,0.04,0.01,0.01,0.12,0.02,0.03,0.02,0.02,0.08,0.01,0.08,0.02,0.01,0.01,0.02,0.05,0.05,0.06,0.03,0.01,0.09,0.01,0.01,0.239448112044,0.00607609895345,39.4081982336
204,0.03,0.07,0.1,0.01,0.04,0.02,0.08,0.01,0.09,0.01,0.01,0.02,0.02,0.08,0.04,0.02,0.06,0.04,0.04,0.03,0.02,0.04,0.01,0.04,0.07,0.120769464245,0.00558123743533,21.6384745577
205,0.02,0.01,0.03,0.05,0.03,0.01,0.07,0.02,0.05,0.02,0.02,0.05,0.02,0.1,0.12,0.02,0.01,0.05,0.04,0.06,0.04,0.01,0.01,0.12,0.02,0.128611189415,0.00549399658769,23.4094046769
206,0.14,0.04,0.01,0.01,0.23,0.01,0.02,0.02,0.01,0.03,0.01,0.06,0.01,0.01,0.01,0.02,0.01,0.01,0.06,0.01,0.03,0.04,0.06,0.04,0.1,0.174658491124,0.00635928308561,27.4651228406
207,0.01,0.01,0.02,0.02,0.03,0.05,0.02,0.09,0.01,0.02,0.01,0.02,0.05,0.02,0.06,0.03,0.02,0.08,0.12,0.06,0.02,0.06,0.03,0.03,0.11,0.112418701511,0.00508811278474,22.094380818
208,0.03,0.01,0.05,0.03,0.04,0.06,0.02,0.04,0.02,0.01,0.01,0.03,0.04,0.04,0.11,0.02,0.02,0.02,0.14,0.11,0.02,0.02,0.05,0.01,0.05,0.123721864861,0.00486072226762,25.4533910907
209,0.05,0.01,0.02,0.02,0.09,0.03,0.06,0.03,0.08,0.03,0.01,0.02,0.07,0.11,0.07,0.03,0.01,0.07,0.04,0.02,0.01,0.03,0.01,0.02,0.06,0.159616198591,0.00571709458539,27.9191110462
210,0.01,0.11,0.06,0.01,0.07,0.03,0.01,0.04,0.1,0.01,0.03,0.01,0.11,0.02,0.03,0.01,0.07,0.13,0.01,0.04,0.04,0.02,0.01,0.01,0.01,0.101058805064,0.00643792451101,15.6974200134
211,0.04,0.04,0.01,0.04,0.08,0.01,0.05,0.02,0.01,0.1,0.01,0.02,0.1,0.01,0.04,0.02,0.01,0.01,0.09,0.03,0.12,0.03,0.03,0.03,0.05,0.121689833785,0.0058631219458,20.7551258373
212,0.02,0.06,0.02,0.01,0.01,0.06,0.09,0.03,0.16,0.02,0.08,0.03,0.02,0.02,0.01,0.07,0.02,0.02,0.01,0.1,0.08,0.03,0.01,0.01,0.01,0.0949427926716,0.00618474281391,15.3511302779
213,0.01,0.02,0.02,0.04,0.01,0.09,0.01,0.03,0.06,0.07,0.06,0.01,0.01,0.02,0.09,0.01,0.05,0.01,0.01,0.15,0.04,0.02,0.07,0.02,0.07,0.0720053951595,0.00532541420633,13.5210881951
214,0.05,0.04,0.02,0.02,0.01,0.08,0.01,0.03,0.03,0.03,0.02,0.09,0.04,0.05,0.12,0.03,0.03,0.01,0.04,0.03,0.03,0.12,0.05,0.01,0.01,0.13336367455,0.00522163282717,25.5406075004
215,0.14,0.02,0.06,0.03,0.04,0.06,0.05,0.05,0.05,0.01,0.03,0.04,0.02,0.07,0.02,0.04,0.01,0.01,0.03,0.1,0.01,0.07,0.01,0.01,0.02,0.211503964742,0.00578474950643,36.5623376616
216,0.04,0.01,0.04,0.08,0.05,0.02,0.1,0.03,0.03,0.01,0.03,0.01,0.03,0.09,0.06,0.03,0.03,0.06,0.01,0.02,0.01,0.05,0.04,0.11,0.01,0.146148365785,0.00575808995464,25.3813967716
217,0.06,0.04,0.11,0.01,0.01,0.07,0.12,0.03,0.02,0.05,0.03,0.06,0.02,0.03,0.02,0.01,0.02,0.04,0.04,0.02,0.06,0.01,0.06,0.04,0.02,0.172449608456,0.00564218108539,30.5643519494
218,0.02,0.01,0.04,0.09,0.04,0.01,0.02,0.01,0.13,0.07,0.02,0.09,0.01,0.06,0.02,0.03,0.05,0.02,0.01,0.05,0.05,0.03,0.1,0.01,0.01,0.109921395694,0.00581712908252,18.8961589359
219,0.02,0.04,0.26,0.05,0.04,0.01,0.02,0.02,0.02,0.01,0.05,0.08,0.11,0.08,0.01,0.04,0.04,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.151511653056,0.00676521862844,22.3956772689
220,0.04,0.01,0.11,0.03,0.02,0.02,0.01,0.01,0.01,0.02,0.07,0.07,0.04,0.05,0.02,0.02,0.02,0.01,0.17,0.03,0.12,0.06,0.02,0.01,0.01,0.147619543058,0.00571486111899,25.8308189795
